Services,Ride_Date,Ride_status,Source_pickup,Destination,Duration,Ride_id,Customer_id,Driver_id,Distance,Ride_charge,Misc_charge,Total_fare,Payment_method
Parcel,28-07-2024,completed,Ganganagar Fields,Avalahalli Nagar,52,RD8071886701811403,C169,D058,4.46,383.52,12.67,396.19,Amazon Pay
Auto,23-07-2024,completed,Malleshwaram Landing,Munnekollal Works,111,RD3828640416213793,C018,D027,14.3,558.62,43.17,601.79,Paytm
Bike,08-07-2024,completed,Bhadrappa Layout Commons,Hoodi Alcove,23,RD6930122818009390,C190,D021,34.06,79.28,45.09,124.37,Paytm
Cab,23-07-2024,completed,Marathahalli Layout,JP Nagar Trail,51,RD0283198918763280,C008,D041,31.86,442.01,42.6,484.61,QR scan
Auto,24-06-2024,completed,Benniganahalli Ridge,Marathahalli 4th Block,69,RD6799342978994082,C192,D033,1.39,384.7,5.07,389.77,Paytm
Bike,22-07-2024,completed,KR Puram Garden,Koramangala 7th Block Passage,42,RD1145511881317094,C056,D013,35.32,736.46,44.85,781.31,Paytm
Auto,26-06-2024,completed,Jayanagar Trail,Marathahalli Pointe,81,RD4729078245041106,C108,D032,5.06,937.54,13.42,950.96,Amazon Pay
Auto,06-08-2024,completed,Nagasandra Colony,Peenya Layout,107,RD3346076572218331,C088,D027,27.29,756.53,14.34,770.87,GPay
Bike,27-07-2024,cancelled,Kengeri Estate,Whitefield Quay,100,RD9686365685206361,C095,D010,22.63,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Kanakapura Bay,Hennur Road Way,44,RD8657340985973702,C185,D011,33.32,376.47,15.36,391.83,QR scan
Bike,28-06-2024,completed,Nelamangala Pointe,Kundalahalli Alley,109,RD1416617552497556,C199,D019,33.38,100.94,8.67,109.61,Amazon Pay
Bike,04-08-2024,completed,Amruthahalli Cross,Dodda Banaswadi Farms,64,RD8490084368669634,C153,D003,10.45,570.46,12.76,583.22,GPay
Cab,02-08-2024,completed,Kengeri Park,Mahadevapura Quarry,99,RD8905274111842528,C014,D042,34.6,500.88,3.01,503.89,Amazon Pay
Cab,07-07-2024,completed,Yelahanka New Town Esplanade,KR Puram Summit,43,RD3910226697298373,C041,D052,12.76,343.66,40.51,384.17,GPay
Parcel,04-07-2024,completed,Hebbal 5th Block,VV Puram Track,114,RD8869020166893548,C159,D055,8.31,931.9,24.21,956.11,Amazon Pay
Bike,23-07-2024,completed,Dasarahalli Bay,Sonnenahalli Cutting,31,RD2353133074181213,C173,D003,29.22,593.47,43.27,636.74,GPay
Bike,13-08-2024,completed,Agrahara Layout Harbor,Kothnur View,61,RD0519310555979486,C070,D015,36.62,315.35,22.15,337.5,Amazon Pay
Bike,24-06-2024,completed,Hosur Road Landing,Mahalakshmi Layout Viewpoint,60,RD9321737524647663,C170,D014,41.57,365.13,41.87,407,GPay
Auto,06-08-2024,cancelled,Kengeri Viewpoint,Hebbal Kempapura Road,19,RD0758426911051740,C125,D034,30.49,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,Kalyan Nagar Quarry,Dooravani Nagar Lane,11,RD5978205479089397,C114,D014,46.62,664.63,47.2,711.83,QR scan
Cab,26-07-2024,completed,Jakkur Square,Ramamurthy Nagar Hills,24,RD4043181884696912,C070,D043,19.92,933.44,9.63,943.07,QR scan
Bike,03-08-2024,completed,Sadashiva Nagar Loop,Kasturi Nagar Cross,73,RD6416788647035890,C194,D017,34.57,519.07,29.73,548.8,Amazon Pay
Bike,30-06-2024,completed,RMV 2nd Stage 4th Block,Vijayanagar Trail,86,RD5418560121964687,C030,D012,13.63,792.43,44.86,837.29,GPay
Bike,26-07-2024,completed,Bhadrappa Layout 3rd Stage,Banashankari Pointe,56,RD8350376937770138,C111,D004,46.09,688.31,41.16,729.47,Paytm
Bike,25-07-2024,completed,Harohalli Extension,Kasturi Nagar Bridge,16,RD1830815888312076,C073,D014,37.54,848.01,8.66,856.67,Paytm
Cab,15-07-2024,completed,Vasanth Nagar 4th Stage,Nagawara 2nd Block,27,RD5487807307436220,C174,D050,45.12,829.33,4.62,833.95,Amazon Pay
Auto,05-07-2024,completed,HSR Layout 5th Block,Chikkajala Crescent,82,RD9805209361029510,C152,D032,10.86,948.79,29.75,978.54,Paytm
Auto,23-07-2024,cancelled,Indiranagar 3rd Stage,Kalena Agrahara 1st Block,46,RD9463040950663096,C135,D035,32.42,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Pai Layout Quadrant,Indiranagar Alley,65,RD6975396265533359,C079,D040,18.87,237.91,17.66,255.57,QR scan
Cab,15-07-2024,completed,Dommasandra Landing,Tavarekere Ridge,56,RD6710536092883543,C057,D046,43.12,297.61,26.06,323.67,Amazon Pay
Auto,02-07-2024,completed,Rachenahalli Station,Attibele Depot,117,RD0781181472443655,C154,D025,47.38,302.42,23.17,325.59,QR scan
Cab,23-07-2024,completed,Horamavu Viewpoint,Nagarbhavi Trail,33,RD8390718649366535,C002,D043,42.36,640.67,40.6,681.27,GPay
Parcel,18-07-2024,completed,Indiranagar Court,Kumaraswamy Layout Arc,21,RD1980611306848834,C078,D056,44.74,815.79,26.49,842.28,QR scan
Parcel,08-08-2024,completed,Agara Enclave,Kadubeesanahalli Harbor,41,RD6758813845654987,C197,D056,41.11,802.67,45.32,847.99,Amazon Pay
Bike,10-07-2024,completed,Kasavanahalli Viewpoint,Magadi Road Grove,28,RD9045467948905166,C196,D009,46.38,277.46,15.47,292.93,QR scan
Auto,03-08-2024,completed,Hennur Road Works,Koramangala 4th Block,64,RD9211714079341384,C075,D030,8.64,362.64,8.29,370.93,QR scan
Cab,08-07-2024,completed,Kasavanahalli Bridge,Benniganahalli Layout,53,RD5932974664061447,C031,D040,43.86,578.48,19.75,598.23,Paytm
Cab,10-08-2024,completed,Dasarahalli Depot,Nandini Layout Bridge,14,RD7986298446076960,C128,D051,23.35,335.67,4.44,340.11,Paytm
Parcel,15-08-2024,cancelled,Magadi Road Works,Banerghatta Road Estate,34,RD9223495420549900,C111,D056,16.67,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Banashankari Ridge,HRBR Layout 5th Block,54,RD3633557508149912,C034,D013,7.4,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Subramanyapura Zone,Ashok Nagar Cut,70,RD6399400220877193,C137,D023,16.03,431.43,1.11,432.54,Paytm
Bike,26-07-2024,completed,Gottigere Harbor,Harohalli Circle,23,RD6359960575786687,C059,D017,12.47,109.94,23.87,133.81,Paytm
Auto,28-06-2024,completed,Benniganahalli 6th Block,Kaval Byrasandra Landing,43,RD9627086926168524,C144,D038,34.5,668.38,34.24,702.62,Amazon Pay
Auto,08-08-2024,completed,Amruthahalli Enclave,Kengeri Valley,53,RD9017690199469654,C172,D037,38.67,110.82,29.49,140.31,GPay
Parcel,08-08-2024,completed,Billekahalli 5th Block,Hulimavu Loop,12,RD7193536528756354,C091,D055,10.69,286.74,25.81,312.55,Amazon Pay
Parcel,22-07-2024,completed,Vasanth Nagar Summit,Kothanur Quarters,15,RD3275496152834157,C102,D060,34.07,404.07,48.53,452.6,Paytm
Auto,03-07-2024,completed,Benson Town Commons,Begur Estate,17,RD8274455699768008,C011,D031,5.06,501.45,2.8,504.25,GPay
Cab,08-07-2024,completed,Mysore Road Garden,Horamavu Agara Bridge,90,RD9516859578608138,C005,D047,45.64,923.72,13.48,937.2,GPay
Auto,01-07-2024,completed,Attibele 1st Block,Kengeri Passage,66,RD9225042338001949,C020,D038,34.85,934.75,26,960.75,GPay
Bike,21-06-2024,completed,RT Nagar Fields,Marathahalli Depot,46,RD6633615041254605,C081,D019,1.44,215.15,2,217.15,GPay
Auto,03-08-2024,completed,Bellandur 4th Stage,HRBR Layout Fork,69,RD9400942559206788,C110,D034,35.99,811.23,47.48,858.71,GPay
Bike,29-06-2024,completed,Nagarbhavi Side,Dr. Shivaram Karanth Nagar Drive,119,RD8553158816390812,C104,D023,35.41,578.71,45.37,624.08,QR scan
Parcel,02-07-2024,completed,VV Puram Station,Sadashiva Nagar Station,96,RD9959227095272911,C164,D058,34.52,411.56,11.37,422.93,Paytm
Cab,28-06-2024,completed,Tavarekere Landing,Kothaguda Pier,59,RD5133636686885127,C075,D041,46.12,126.11,33.52,159.63,Paytm
Cab,20-07-2024,cancelled,Hosur Sarjapur Road Layout Vista,Chikkagubbi 1st Stage,18,RD8634223086626507,C104,D040,29.61,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Kudlu Gate Woods,Dommasandra Terrace,40,RD5383215542619265,C084,D006,10.39,969.39,28.91,998.3,QR scan
Auto,06-07-2024,cancelled,Shivaji Nagar Pointe,VV Puram Dam,56,RD6082533377318331,C159,D032,8.18,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Babusapalya Quay,Kalyan Nagar District,39,RD1848953948246693,C177,D054,47,140.42,32.14,172.56,Paytm
Cab,22-07-2024,completed,Hebbal Landing,Magadi Road Summit,61,RD6815435691498113,C093,D041,5.46,483.95,0.94,484.89,Amazon Pay
Bike,25-07-2024,completed,Ramnagar Pointe,Dooravani Nagar Valley,22,RD2892523898433862,C112,D004,14.7,710.8,33.38,744.18,Paytm
Auto,12-08-2024,completed,Gottigere Zone,Horamavu Fork,47,RD1370907206616622,C063,D031,27.29,118.24,34.75,152.99,Paytm
Auto,23-07-2024,completed,Koramangala 7th Block Cove,Mahalakshmi Layout Garden,94,RD2793880520219130,C151,D031,22.99,782.44,9.98,792.42,Amazon Pay
Auto,10-08-2024,completed,Hennur Boulevard,Dommasandra Harbor,36,RD6752770178698353,C135,D026,9.51,418,0.67,418.67,GPay
Parcel,28-07-2024,completed,Harohalli 2nd Block,Bhadrappa Layout Bridge,119,RD7528595958714012,C102,D057,41.82,649.54,32.85,682.39,Amazon Pay
Auto,23-07-2024,completed,Mahadevapura Arcade,Madiwala Quarry,100,RD0070188478775964,C191,D030,36.13,816.44,42.56,859,Paytm
Bike,08-07-2024,completed,Lingarajapuram 5th Block,HRBR Layout Commons,60,RD4453971534500116,C057,D011,8.33,307.02,34.62,341.64,Paytm
Cab,23-07-2024,completed,Hennur Road Square,Koramangala 6th Block Terrace,56,RD7919037544338091,C200,D042,49.39,734.93,35.26,770.19,QR scan
Auto,24-06-2024,completed,Gottigere Works,Naganathapura Cutting,17,RD6676323183474422,C020,D033,6.71,380.48,10.43,390.91,Paytm
Bike,22-07-2024,completed,Benniganahalli Drive,Bhuvaneshwari Nagar Zone,91,RD3872602028870006,C163,D004,47.66,467.93,11.2,479.13,Paytm
Auto,26-06-2024,completed,Ramnagar View,Chikkajala Hills,116,RD4441794440296266,C136,D033,16.17,993.67,12.03,1005.7,Amazon Pay
Auto,06-08-2024,completed,Kothaguda Run,Kanakapura Woods,116,RD9811239326241315,C050,D039,12.03,440.83,49.42,490.25,GPay
Bike,27-07-2024,cancelled,Nagwara Landing,Rajarajeshwari Nagar Park,89,RD4961806104815600,C199,D012,22.56,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Kundalahalli 3rd Stage,Vidyaranyapura Square,94,RD1035443759588201,C090,D024,42.27,165.11,17.64,182.75,QR scan
Bike,28-06-2024,completed,Chikkalasandra Grove,Harohalli Pier,77,RD7986096802306074,C166,D005,31.68,542.24,4.48,546.72,Amazon Pay
Bike,04-08-2024,completed,Ramamurthy Nagar Quay,Kothanur Quadrant,69,RD3468138659000696,C061,D004,32.22,810.08,36.24,846.32,GPay
Cab,02-08-2024,completed,Mysore Road Lane,Nelamangala 6th Stage,50,RD4736783048069760,C038,D044,46.37,69.86,17.72,87.58,Amazon Pay
Cab,07-07-2024,completed,Kumaraswamy Layout 6th Block,Kalena Agrahara Drive,49,RD9869199368761966,C051,D042,25.62,770.71,16.99,787.7,GPay
Parcel,04-07-2024,completed,Balagere 2nd Block,Kothaguda Viewpoint,105,RD6207304202869473,C155,D056,36.04,401.61,47.6,449.21,Amazon Pay
Bike,23-07-2024,completed,Hosur Sarjapur Road Layout Quarry,KR Puram Crescent,12,RD6121514882245175,C195,D021,23.72,585.81,34.91,620.72,GPay
